userId,wallpaperId,rating,timestamp
1,2234,3.5,1700009043
1,1737,4.0,1700020489
1,363,3.0,1700035035
1,2000,5.0,1700035441
1,2184,5.0,1700044371
1,1226,4.0,1700050525
1,1719,3.5,1700054311
1,2277,5.0,1700064390
1,28,5.0,1700081325
1,654,3.5,1700086633
1,1429,5.0,1700092226
1,850,4.5,1700109904
1,1379,3.5,1700129830
1,1581,4.0,1700130768
1,1446,5.0,1700142962
1,164,4.5,1700153338
1,2197,3.5,1700161530
1,1576,4.0,1700164410
1,1249,5.0,1700180634
1,1482,3.5,1700198389
1,266,5.0,1700202896
1,926,3.0,1700221211
1,327,5.0,1700238801
1,414,5.0,1700252966
1,1838,5.0,1700270937
1,1524,5.0,1700277828
1,1487,5.0,1700291202
1,1115,4.5,1700312797
1,293,4.5,1700330056
1,1007,3.5,1700338479
1,1580,4.0,1700349857
1,1169,3.5,1700368307
1,872,3.0,1700375823
1,208,4.0,1700396802
1,126,4.5,1700399310
1,1644,3.0,1700410437
1,834,3.5,1700418535
1,2324,2.5,1700434741
1,1289,4.0,1700439376
1,1985,4.0,1700458387
1,1189,4.5,1700466649
1,1105,4.0,1700480287
1,2267,5.0,1700483763
1,2264,3.5,1700495672
1,567,5.0,1700511275
1,356,4.0,1700513350
1,450,3.0,1700534824
1,608,5.0,1700548317
1,1730,4.5,1700552197
1,1600,5.0,1700558729
1,1887,4.5,1700563622
1,2160,4.5,1700573049
1,48,2.5,1700575819
1,443,3.0,1700594152
1,2103,4.5,1700612165
2,1790,4.0,1700095766
2,1861,5.0,1700106995
2,2273,5.0,1700128171
2,882,4.0,1700133765
2,2277,5.0,1700152142
2,468,3.0,1700170821
2,1466,4.5,1700173586
2,322,5.0,1700178770
2,1044,5.0,1700191168
2,1513,3.5,1700196320
2,2015,4.5,1700197990
2,960,5.0,1700199597
2,805,5.0,1700206780
2,1165,3.5,1700210448
2,409,4.5,1700229094
2,1299,5.0,1700242710
2,1938,4.5,1700248074
2,2058,5.0,1700256131
2,481,4.5,1700262232
2,2012,4.0,1700263344
2,1518,4.5,1700274529
2,837,3.5,1700288320
2,1514,3.5,1700296751
2,1895,3.5,1700300593
2,2309,4.5,1700302161
2,298,4.5,1700309749
2,2186,3.5,1700325132
2,410,3.5,1700332889
2,1243,3.5,1700339517
2,784,5.0,1700348946
2,282,2.5,1700358392
2,2175,5.0,1700375384
2,1240,3.5,1700393254
2,2350,4.0,1700394458
2,736,3.0,1700403317
2,1227,2.0,1700412315
2,425,3.5,1700432163
2,551,2.5,1700442741
2,594,5.0,1700459799
2,637,3.0,1700478992
2,2096,4.0,1700480746
2,1592,5.0,1700481101
2,2249,4.0,1700499044
2,2071,4.5,1700505800
2,272,4.5,1700508392
2,2087,5.0,1700519511
3,2277,4.0,1700190736
3,1579,4.5,1700208931
3,2323,4.0,1700216457
3,2212,4.5,1700225700
3,1142,4.5,1700226951
3,2001,4.0,1700240499
3,3,5.0,1700256114
3,1435,4.0,1700276804
3,2054,4.0,1700290015
3,2050,3.0,1700291203
3,2370,3.0,1700305547
3,1219,3.0,1700320975
3,1103,3.5,1700329799
3,1960,3.5,1700337034
3,2084,4.5,1700348393
3,1600,3.5,1700361116
3,1563,3.5,1700375229
3,604,3.5,1700378212
3,1684,3.0,1700396187
3,299,3.5,1700407954
3,2019,4.5,1700410502
3,2231,4.5,1700412121
3,1675,3.5,1700420523
3,84,5.0,1700421490
3,437,2.0,1700429606
3,897,3.0,1700433654
3,1252,3.5,1700441096
3,1607,4.5,1700449792
3,923,4.0,1700455590
3,203,4.5,1700459643
3,1668,4.5,1700465309
3,2374,4.0,1700469151
3,1130,4.0,1700479673
3,1536,3.5,1700492271
3,1035,3.0,1700499069
3,1945,2.5,1700519922
3,1704,4.5,1700530104
3,1136,4.5,1700550078
3,2136,3.5,1700568922
3,1634,4.0,1700580599
3,677,4.0,1700593041
3,961,3.5,1700614559
3,2048,4.5,1700628623
3,331,2.5,1700632381
3,1589,4.0,1700644549
3,1016,4.0,1700659913
3,264,2.0,1700674483
3,2078,4.5,1700691879
3,2314,4.0,1700701029
3,2083,4.5,1700718963
3,81,4.5,1700734495
3,2359,3.5,1700754209
3,98,4.5,1700762553
3,1224,2.5,1700765692
3,1717,3.5,1700780763
4,1330,3.0,1700267359
4,1132,3.0,1700270118
4,411,3.5,1700283804
4,351,2.5,1700303562
4,2165,5.0,1700304931
4,1198,5.0,1700314495
4,1593,3.0,1700329672
4,1836,3.5,1700337620
4,382,3.0,1700358401
4,2159,4.5,1700365183
4,1703,3.5,1700383327
4,2052,4.5,1700388509
4,549,3.0,1700393469
4,1126,4.5,1700399205
4,2330,4.0,1700419003
4,1277,5.0,1700437954
4,908,3.0,1700452644
4,646,4.0,1700462908
4,759,5.0,1700472128
4,1562,4.5,1700488608
4,1306,3.0,1700508504
4,2149,3.0,1700522960
4,101,3.5,1700543042
4,1214,3.5,1700546334
4,832,5.0,1700565482
4,611,4.5,1700566461
4,1352,5.0,1700575592
4,2267,4.5,1700581632
4,416,5.0,1700596422
4,40,4.5,1700602669
4,228,5.0,1700617252
4,115,5.0,1700633664
4,1966,3.5,1700649365
4,1555,5.0,1700660586
4,1234,5.0,1700664313
4,1970,5.0,1700675420
4,2121,4.5,1700691955
4,1578,5.0,1700705377
4,1183,3.0,1700723702
4,349,5.0,1700726887
4,486,2.0,1700737780
4,2201,4.5,1700751324
4,1458,4.0,1700751661
4,467,3.5,1700769740
4,2286,4.0,1700771816
4,1298,4.0,1700783970
4,1251,3.0,1700800604
4,1808,5.0,1700802595
4,98,3.0,1700820891
4,852,4.5,1700830629
4,1384,4.0,1700846812
4,685,4.0,1700867756
5,465,5.0,1700349125
5,2181,5.0,1700352718
5,108,4.5,1700362830
5,2302,3.5,1700364637
5,1080,3.5,1700366775
5,1765,4.5,1700379357
5,999,3.0,1700387658
5,69,4.0,1700406502
5,2239,5.0,1700412702
5,19,4.0,1700415589
5,1132,4.0,1700428424
5,1700,4.0,1700436615
5,1601,3.0,1700456023
5,13,5.0,1700471433
5,784,5.0,1700486792
5,2376,5.0,1700487399
5,2006,3.5,1700502944
5,1830,3.0,1700521154
5,1025,5.0,1700535928
5,1341,3.5,1700555481
5,1666,5.0,1700569684
5,773,4.5,1700584953
5,979,4.5,1700591780
5,464,5.0,1700607913
5,1683,5.0,1700620709
5,1197,3.5,1700639844
5,1274,4.0,1700649818
5,875,3.5,1700663087
5,624,3.5,1700681931
5,767,5.0,1700683838
5,2189,5.0,1700700414
5,2002,5.0,1700710092
5,1804,4.0,1700717932
5,1670,3.5,1700729776
5,67,5.0,1700736306
5,828,4.0,1700741087
5,307,3.0,1700761947
5,605,4.5,1700772370
5,1032,4.0,1700773763
5,1554,4.0,1700778369
5,2186,3.5,1700788339
5,872,4.0,1700802254
5,1318,4.5,1700806884
5,1979,5.0,1700819172
5,1386,5.0,1700828402
5,973,4.5,1700837122
5,932,4.5,1700853211
5,1778,3.0,1700863182
6,1930,3.0,1700436618
6,1628,5.0,1700444714
6,2283,5.0,1700445531
6,76,3.0,1700447548
6,1111,4.0,1700461642
6,2344,5.0,1700464024
6,1917,4.0,1700476187
6,6,3.5,1700480060
6,1522,5.0,1700487619
6,1536,5.0,1700489339
6,1706,3.5,1700506725
6,2300,5.0,1700528105
6,1668,4.5,1700530398
6,787,3.5,1700543858
6,390,4.0,1700547695
6,1238,3.0,1700562529
6,912,3.5,1700565476
6,674,4.0,1700570636
6,534,4.0,1700579947
6,1551,5.0,1700599428
6,556,2.5,1700610383
6,2350,4.0,1700630258
6,2143,4.0,1700645425
6,1717,4.0,1700659821
6,1015,5.0,1700663870
6,406,3.0,1700682236
6,1672,3.5,1700689581
6,1146,2.5,1700697368
6,2349,5.0,1700712528
6,289,3.5,1700715943
6,1486,4.0,1700726483
6,1965,4.5,1700739048
6,1809,3.0,1700754888
6,90,3.0,1700757985
6,926,5.0,1700761449
6,1863,4.5,1700773959
6,1383,4.0,1700792490
6,1566,4.0,1700811192
6,208,3.5,1700815497
6,998,4.5,1700829655
6,2313,3.5,1700831640
6,1249,4.5,1700851614
6,1404,4.0,1700855308
6,955,3.0,1700862579
6,1000,5.0,1700878679
6,12,2.5,1700882525
6,993,3.5,1700901052
6,2213,4.0,1700910480
6,1062,4.5,1700924841
6,476,5.0,1700945513
7,1717,5.0,1700537197
7,1266,2.5,1700557961
7,1438,2.5,1700578813
7,1031,4.0,1700593523
7,2289,5.0,1700608313
7,445,4.0,1700617613
7,1649,4.0,1700629445
7,2348,4.5,1700639916
7,1091,4.0,1700641448
7,2059,3.0,1700651154
7,2325,5.0,1700654412
7,711,4.5,1700671327
7,678,4.0,1700690643
7,1712,3.5,1700692287
7,2362,5.0,1700711319
7,208,4.0,1700722154
7,1427,4.0,1700738882
7,467,2.5,1700741209
7,934,5.0,1700752762
7,2199,4.0,1700755825
7,2014,4.0,1700761779
7,2277,5.0,1700776423
7,225,3.0,1700793895
7,1996,4.5,1700799396
7,563,3.5,1700808965
7,1186,3.0,1700820352
7,87,4.5,1700822367
7,2374,4.5,1700843877
7,2248,3.0,1700854980
7,1494,4.5,1700867946
7,2159,5.0,1700887995
7,572,3.0,1700899218
7,500,4.5,1700904152
7,1283,3.5,1700914617
7,2071,3.0,1700927760
7,2345,3.5,1700930836
7,2300,5.0,1700943479
7,506,4.5,1700954542
7,1483,2.0,1700972090
7,924,5.0,1700986264
7,2189,3.5,1700987161
7,817,5.0,1700993367
7,2016,5.0,1701004864
7,908,3.0,1701021098
